0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.32119e-08,-0.00120692,0.242245,0.916411,1.01688,1.00078,0.999889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0124904,-1.01295,-0.999536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.998553,-0.947819,-0.228821,0.000148706,4.34036e-05,1.04656e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.84353e-37,-1.16245e-35,-1.81504e-16,-1.63607e-07,-0.00173528,0.234452,0.843532,1.02159,1.00381,0.999627,0.99997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0106332,-1.01103,-0.999596,-1.00001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.999995,-0.99967,-0.991525,-0.899833,-0.210432,0.000166235,4.34053e-05,1.79068e-11,9.64904e-13,4.19146e-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049575
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45753e-155,-3.56476e-152,-1.27358e-74,-9.30742e-71,-1.4372e-34,-1.41919e-32,-2.55004e-15,-4.13498e-07,-0.00221113,0.227106,0.779069,1.01734,1.00691,0.999705,0.99991,1.00001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00906034,-1.0094,-0.999654,-1.00001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.999998,-0.999931,-0.998461,-0.980338,-0.855022,-0.194299,0.000176626,4.34074e-05,2.1693e-11,1.92545e-12,9.8704e-26,7.19519e-28,1.2975e-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793203
0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62156e-307,-7.43053e-292,-4.27141e-147,-3.0179e-139,-5.39748e-70,-4.56485e-66,-1.1456e-32,-1.13411e-30,-1.51852e-14,-8.07018e-07,-0.00264348,0.220108,0.721482,1.00638,1.00857,1.00032,0.999891,0.999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00771557,-1.00801,-0.999705,-1.00001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.999986,-0.999703,-0.996044,-0.965889,-0.812749,-0.179963,0.000182632,4.34098e-05,2.38307e-11,2.89009e-12,1.23449e-25,3.07542e-27,6.21543e-54,7.12393e-58,2.66443e-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109279
0,0,0,0,0,0,0,0,0,0,0,0,0,-8.6592e-289,-4.41551e-273,-1.84245e-139,-1.3172e-131,-9.23802e-67,-7.818e-63,-2.90968e-31,-2.88058e-29,-5.94633e-14,-1.36278e-06,-0.00303773,0.213402,0.669837,0.982682,1.01514,1.00202,0.999734,0.999972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00656138,-1.00681,-0.999748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.999997,-0.999941,-0.999184,-0.992219,-0.94883,-0.772675,-0.167129,0.000185942,4.34123e-05,2.51874e-11,3.86323e-12,1.21826e-25,8.07047e-27,1.09501e-53,9.35292e-57,3.12573e-110,1.97322e-117,2.97991e-224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139195
0,0,0,0,0,0,0,0,0,0,0,0,0,-7.30466e-276,-3.73448e-260,-8.12968e-134,-5.813e-126,-2.89808e-64,-2.45264e-60,-3.74146e-30,-3.70404e-28,-1.77654e-13,-2.08134e-06,-0.00339156,0.207066,0.624422,0.954471,1.01916,1.00452,0.999678,0.999927,1.00001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00558638,-1.0058,-0.999784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.999999,-0.999988,-0.999831,-0.998256,-0.986971,-0.930012,-0.735255,-0.155783,0.00018761,4.34148e-05,2.61539e-11,4.83018e-12,1.18734e-25,1.66151e-26,1.23385e-53,5.90904e-56,9.6955e-110,1.60566e-115,1.10475e-222,9.87479e-236,0,0,0,0,0,0,0,0,0,0,0,0,0.0168968
0,0,0,0,0,0,0,0,0,0,0,0,0,-7.05342e-266,-3.60626e-250,-2.45118e-129,-1.75269e-121,-3.09975e-62,-2.62332e-58,-3.06522e-29,-3.03457e-27,-4.41624e-13,-2.96452e-06,-0.00371015,0.201057,0.584315,0.923285,1.02029,1.00729,0.999857,0.999886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00475969,-1.00494,-0.999816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.999998,-0.999965,-0.999614,-0.996812,-0.980318,-0.909906,-0.700206,-0.145687,0.000188371,4.34174e-05,2.69415e-11,5.79343e-12,1.47331e-25,2.96298e-26,1.2276e-53,2.50544e-55,1.66621e-109,4.5918e-114,7.70835e-222,1.98879e-232,0,0,0,0,0,0,0,0,0,0,0,0,0.0198679
0,0,0,0,0,0,0,0,0,0,0,0,0,-9.37287e-258,-4.79217e-242,-1.25644e-125,-8.98405e-118,-1.57779e-60,-1.33529e-56,-1.82734e-28,-1.80906e-26,-9.61826e-13,-4.01252e-06,-0.00399802,0.195335,0.548731,0.890291,1.0184,1.00979,1.00047,0.999758,0.999984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00405628,-1.00421,-0.999842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.999999,-0.999993,-0.999915,-0.999243,-0.994761,-0.972309,-0.888855,-0.667274,-0.136649,0.000188661,4.342e-05,2.76539e-11,6.75573e-12,1.47325e-25,4.80632e-26,1.31215e-53,8.24983e-55,2.15003e-109,6.9705e-113,2.41211e-221,8.31711e-230,0,0,0,0,0,0,0,0,0,0,0,0,0.0228417
0,0,0,0,0,0,0,0,0,0,0,0,0,-6.51227e-251,-3.3296e-235,-1.84582e-122,-1.31983e-114,-4.67864e-59,-3.95953e-55,-8.61372e-28,-8.52758e-26,-1.89706e-12,-5.22497e-06,-0.00425904,0.189864,0.517006,0.856361,1.01355,1.01137,1.00167,0.999621,0.99994,1.00001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00345587,-1.00359,-0.999865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.999998,-0.999981,-0.999824,-0.998664,-0.992022,-0.963006,-0.867111,-0.636238,-0.128508,0.000188736,4.34226e-05,2.83419e-11,7.71993e-12,2.24793e-25,7.29203e-26,3.53143e-53,2.28205e-54,2.58312e-109,6.92194e-112,4.88887e-221,1.26727e-227,0,0,0,0,0,0,0,0,0,0,0,0,0.0258267
0,0,0,0,0,0,0,0,0,0,0,0,0,-5.30798e-245,-2.71387e-229,-1.07508e-119,-7.68727e-112,-9.22057e-58,-7.80337e-54,-3.3927e-27,-3.35877e-25,-3.46537e-12,-6.60156e-06,-0.00449659,0.184616,0.489358,0.821384,1.00306,1.01431,1.00339,0.999627,0.999881,1.00001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00294204,-1.00306,-0.999885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.999996,-0.999959,-0.999669,-0.997819,-0.988527,-0.952476,-0.844864,-0.606908,-0.121137,0.000188738,4.34253e-05,2.90284e-11,8.68887e-12,4.50303e-25,1.0529e-25,6.82203e-53,5.56024e-54,5.39819e-109,5.07665e-111,9.28995e-221,9.54554e-226,0,0,0,0,0,0,0,0,0,0,0,0,0.028815
0,0,0,0,0,0,0,0,0,0,0,0,0,-8.37967e-240,-4.28436e-224,-3.01978e-117,-2.15926e-109,-1.30532e-56,-1.10469e-52,-1.15168e-26,-1.14016e-24,-5.9339e-12,-8.1294e-06,-0.00471215,0.17961,0.465272,0.78665,0.98775,1.01747,1.00555,0.999764,0.999837,0.999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00250498,-1.0026,-0.999901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.999999,-0.999991,-0.99992,-0.999427,-0.996657,-0.984253,-0.940884,-0.82245,-0.579348,-0.114484,0.000188756,4.34279e-05,2.97155e-11,9.65719e-12,8.93733e-25,1.46012e-25,6.56867e-53,1.22414e-53,7.7442e-109,2.94078e-110,2.63295e-220,4.21667e-224,0,0,0,0,0,0,0,0,0,0,0,0,0.0317964
