0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1.03731e-06,-0.0130773,0.702968,0.985343,0.999767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.796394,0.0286049,9.88854e-07,0,0,0,0,0,0,0,0,0,0,0.00408163
0,0,0,0,0,0,0,-5.6516e-31,3.54091e-39,-6.42969e-14,-4.97378e-06,-0.0176719,0.65125,0.967988,0.998473,0.999966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.835586,0.0643897,2.38556e-05,4.18328e-13,4.66808e-31,0,0,0,0,0,0,0,0,0.0102041
0,0,0,-4.98146e-128,-1.49444e-127,-1.56203e-61,1.02303e-61,-1.56664e-28,-4.68296e-28,-8.36812e-13,-1.17454e-05,-0.0209524,0.60231,0.947827,0.996008,0.999823,0.999995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.868117,0.106774,0.000109135,3.03912e-11,1.98354e-25,1.49661e-56,2.31859e-128,0,0,0,0,0,0,0.0163265
0,-4.55386e-252,-1.06498e-248,-4.6334e-120,-2.91627e-118,-4.92765e-57,4.92754e-57,-1.02615e-26,-3.07828e-26,-4.39038e-12,-2.10739e-05,-0.0232727,0.556666,0.924897,0.99226,0.999493,0.999978,0.999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.894754,0.154939,0.000306289,4.42806e-10,1.42945e-22,4.45908e-49,7.55936e-106,2.44968e-230,0,0,0,0,0,0.022449
0,-4.49941e-234,-1.56576e-230,-8.97736e-113,-5.65574e-111,-5.26474e-54,5.26474e-54,-2.00631e-25,-6.01891e-25,-1.4804e-11,-3.25213e-05,-0.0249105,0.514668,0.899328,0.987121,0.998894,0.999935,0.999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.916345,0.207985,0.000670157,3.15013e-09,1.45479e-20,2.35355e-44,2.05293e-94,1.93042e-200,0,0,0,0,0,0.0285714
0,-5.88568e-222,-2.04822e-218,-1.45614e-107,-9.17366e-106,-9.89784e-52,9.89784e-52,-1.97378e-24,-5.92134e-24,-3.82685e-11,-4.56584e-05,-0.0260727,0.476466,0.871383,0.980492,0.997941,0.999845,0.999991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.933708,0.265025,0.00126652,1.48802e-08,5.17465e-19,7.46299e-41,2.26598e-86,1.49836e-181,0,0,0,0,0,0.0346939
0,-7.46268e-213,-2.59701e-209,-1.58057e-103,-9.95762e-102,-6.38423e-50,6.38423e-50,-1.24708e-23,-3.74122e-23,-8.28782e-11,-6.01283e-05,-0.0269064,0.442019,0.841453,0.972289,0.996544,0.999685,0.999978,0.999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94759,0.325214,0.00219578,5.43953e-08,9.59549e-18,4.69356e-38,3.82369e-80,1.51666e-167,0,0,0,0,0,0.0408163
0,-1.33152e-205,-4.63368e-202,-3.00752e-100,-1.89474e-98,-1.98931e-48,1.98931e-48,-2.32032e-23,-2.08404e-22,-1.58314e-10,-7.56559e-05,-0.0275133,0.411135,0.810031,0.962435,0.994612,0.999426,0.999953,0.999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95864,0.387716,0.00364445,1.69345e-07,1.16545e-16,1.04836e-35,4.85599e-75,2.38281e-156,0,0,0,0,0,0.0469388
0,-1.31529e-199,-4.57722e-196,-3.15217e-98,-5.24767e-97,-4.51302e-48,-2.47968e-46,-2.32032e-23,-8.34974e-22,-2.75546e-10,-9.20364e-05,-0.0279621,0.38353,0.777668,0.950869,0.992053,0.999032,0.999909,0.999993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.967405,0.451623,0.00597228,4.81109e-07,1.08201e-15,1.18883e-33,1.14399e-70,5.98201e-147,2.71515e-304,0,0,0,0,0.0530612
